package,folder,step_order,step_type,step_name,component,connection,direction,object,layer,system,declared,via
C360_Publish_Segments,14_customer_360,5,Microsoft.ExecuteSQLTask,Drop Suppressed Rows,,,read,WORK.CUSTOMERSEGMENT,staging-work,SQL Server Staging,False,direct
C360_Publish_Segments,14_customer_360,5,Microsoft.ExecuteSQLTask,Drop Suppressed Rows,,,write,WORK.CUSTOMERSEGMENT,staging-work,SQL Server Staging,False,direct
C360_Publish_Segments,14_customer_360,6,Microsoft.ExecuteSQLTask,Measure Segment Migration,,,read,WORK.CUSTOMERSEGMENT,staging-work,SQL Server Staging,False,direct
C360_Publish_Segments,14_customer_360,6,Microsoft.ExecuteSQLTask,Measure Segment Migration,,,read,WORK.CUSTOMERSEGMENTPREVIOUS,staging-work,SQL Server Staging,False,direct
C360_Publish_Segments,14_customer_360,7,Microsoft.Pipeline,Publish Segments,work CustomerSegment,WWI_Staging_DB,read,WORK.CUSTOMERSEGMENT,staging-work,SQL Server Staging,False,direct
C360_Publish_Segments,14_customer_360,7,Microsoft.Pipeline,Publish Segments,Lookup Previous Segment,WWI_Staging_DB,read,WORK.CUSTOMERSEGMENTPREVIOUS,staging-work,SQL Server Staging,False,direct
C360_Publish_Segments,14_customer_360,7,Microsoft.Pipeline,Publish Segments,Lookup Previous Segment,WWI_Staging_DB,lookup,WORK.CUSTOMERSEGMENTPREVIOUS,staging-work,SQL Server Staging,False,direct
C360_Publish_Segments,14_customer_360,7,Microsoft.Pipeline,Publish Segments,Customer360 CustomerSegment,WWI_DW_Destination_DB,write,CUSTOMER360.CUSTOMERSEGMENT,customer360,SQL Server DW,False,direct
C360_Publish_Segments,14_customer_360,8,Microsoft.ExecuteSQLTask,Log Row Counts,,,exec,ETL.USP_LOGROWCOUNT,etl-control,ETL control,False,direct
C360_Publish_Segments,14_customer_360,9,Microsoft.ExecuteSQLTask,Log Package Success,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
C360_Publish_Segments,14_customer_360,10,Microsoft.ExecuteSQLTask,Log Error,,,exec,ETL.USP_LOGERROR,etl-control,ETL control,False,direct
C360_Publish_Segments,14_customer_360,11,Microsoft.ExecuteSQLTask,Mark Execution Failed,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
DIM_APAC_Load_Customer,07_dimensions,2,Microsoft.ExecuteSQLTask,Log Package Start,,,exec,ETL.USP_LOGPACKAGESTART,etl-control,ETL control,False,direct
DIM_APAC_Load_Customer,07_dimensions,3,Microsoft.ExecuteSQLTask,Ensure Unknown Member,,,exec,INTEGRATION.ENSUREUNKNOWNMEMBERS,dw-integration,SQL Server DW,False,direct
DIM_APAC_Load_Customer,07_dimensions,4,Microsoft.Pipeline,Load Customer APAC Versions,stg Customer APAC,WWI_Staging_DB,read,STG.CUSTOMER,staging-stg,SQL Server Staging,True,direct
DIM_APAC_Load_Customer,07_dimensions,4,Microsoft.Pipeline,Load Customer APAC Versions,Lookup Current Customer Version,WWI_DW_Destination_DB,read,DIMENSION.CUSTOMER,dw-dimension,SQL Server DW,True,direct
DIM_APAC_Load_Customer,07_dimensions,4,Microsoft.Pipeline,Load Customer APAC Versions,Lookup Current Customer Version,WWI_DW_Destination_DB,lookup,DIMENSION.CUSTOMER,dw-dimension,SQL Server DW,True,direct
DIM_APAC_Load_Customer,07_dimensions,4,Microsoft.Pipeline,Load Customer APAC Versions,Reject Source Errors,WWI_Staging_DB,write,ERR.REJECTEDCUSTOMER,staging-err,SQL Server Staging,True,direct
DIM_APAC_Load_Customer,07_dimensions,4,Microsoft.Pipeline,Load Customer APAC Versions,Insert New Customer Version,WWI_DW_Destination_DB,write,DIMENSION.CUSTOMER,dw-dimension,SQL Server DW,True,direct
DIM_APAC_Load_Customer,07_dimensions,4,Microsoft.Pipeline,Load Customer APAC Versions,Insert Type 2 Version,WWI_DW_Destination_DB,write,DIMENSION.CUSTOMER,dw-dimension,SQL Server DW,True,direct
DIM_APAC_Load_Customer,07_dimensions,4,Microsoft.Pipeline,Load Customer APAC Versions,Reject Invalid Registration,WWI_Staging_DB,write,ERR.REJECTEDCUSTOMER,staging-err,SQL Server Staging,True,direct
DIM_APAC_Load_Customer,07_dimensions,4,Microsoft.Pipeline,Load Customer APAC Versions,Reject Missing Postal Code,WWI_Staging_DB,write,ERR.REJECTEDCUSTOMER,staging-err,SQL Server Staging,True,direct
DIM_APAC_Load_Customer,07_dimensions,5,Microsoft.ExecuteSQLTask,Close Out Superseded Versions,,,read,DIMENSION.CUSTOMER,dw-dimension,SQL Server DW,True,direct
DIM_APAC_Load_Customer,07_dimensions,5,Microsoft.ExecuteSQLTask,Close Out Superseded Versions,,,write,DIMENSION.CUSTOMER,dw-dimension,SQL Server DW,True,direct
DIM_APAC_Load_Customer,07_dimensions,6,Microsoft.ExecuteSQLTask,Recalculate Distributor Tier,,,exec,INTEGRATION.MIGRATESTAGEDCUSTOMERDATAV2,dw-integration,SQL Server DW,False,direct
DIM_APAC_Load_Customer,07_dimensions,7,Microsoft.ExecuteSQLTask,Log Rejected Records,,,exec,ETL.USP_LOGREJECTEDRECORD,etl-control,ETL control,False,direct
DIM_APAC_Load_Customer,07_dimensions,8,Microsoft.ExecuteSQLTask,Log Row Counts,,,exec,ETL.USP_LOGROWCOUNT,etl-control,ETL control,False,direct
DIM_APAC_Load_Customer,07_dimensions,9,Microsoft.ExecuteSQLTask,Log Package Success,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
DIM_APAC_Load_Customer,07_dimensions,10,Microsoft.ExecuteSQLTask,Log Error,,,exec,ETL.USP_LOGERROR,etl-control,ETL control,False,direct
DIM_APAC_Load_Customer,07_dimensions,11,Microsoft.ExecuteSQLTask,Mark Execution Failed,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
DIM_EU_Load_Customer,07_dimensions,2,Microsoft.ExecuteSQLTask,Log Package Start,,,exec,ETL.USP_LOGPACKAGESTART,etl-control,ETL control,False,direct
DIM_EU_Load_Customer,07_dimensions,3,Microsoft.ExecuteSQLTask,Ensure Unknown Member,,,exec,INTEGRATION.ENSUREUNKNOWNMEMBERS,dw-integration,SQL Server DW,False,direct
DIM_EU_Load_Customer,07_dimensions,4,Microsoft.ExecuteSQLTask,Clear Customer Work Table,,,write,WORK.CUSTOMERDEDUP,staging-work,SQL Server Staging,True,direct
DIM_EU_Load_Customer,07_dimensions,5,Microsoft.Pipeline,Load Customer EU Versions,stg Customer EU,WWI_Staging_DB,read,STG.CUSTOMER,staging-stg,SQL Server Staging,True,direct
DIM_EU_Load_Customer,07_dimensions,5,Microsoft.Pipeline,Load Customer EU Versions,Lookup Current Customer Version,WWI_DW_Destination_DB,read,DIMENSION.CUSTOMER,dw-dimension,SQL Server DW,True,direct
DIM_EU_Load_Customer,07_dimensions,5,Microsoft.Pipeline,Load Customer EU Versions,Lookup Current Customer Version,WWI_DW_Destination_DB,lookup,DIMENSION.CUSTOMER,dw-dimension,SQL Server DW,True,direct
DIM_EU_Load_Customer,07_dimensions,5,Microsoft.Pipeline,Load Customer EU Versions,Reject Source Errors,WWI_Staging_DB,write,ERR.REJECTEDCUSTOMER,staging-err,SQL Server Staging,True,direct
DIM_EU_Load_Customer,07_dimensions,5,Microsoft.Pipeline,Load Customer EU Versions,Lookup Country VAT Regime,WWI_Staging_DB,read,STG.TAXRATE,staging-stg,SQL Server Staging,True,direct
DIM_EU_Load_Customer,07_dimensions,5,Microsoft.Pipeline,Load Customer EU Versions,Lookup Country VAT Regime,WWI_Staging_DB,lookup,STG.TAXRATE,staging-stg,SQL Server Staging,True,direct
DIM_EU_Load_Customer,07_dimensions,5,Microsoft.Pipeline,Load Customer EU Versions,Insert New Customer Version,WWI_DW_Destination_DB,write,DIMENSION.CUSTOMER,dw-dimension,SQL Server DW,True,direct
DIM_EU_Load_Customer,07_dimensions,5,Microsoft.Pipeline,Load Customer EU Versions,Insert Type 2 Version,WWI_DW_Destination_DB,write,DIMENSION.CUSTOMER,dw-dimension,SQL Server DW,True,direct
DIM_EU_Load_Customer,07_dimensions,5,Microsoft.Pipeline,Load Customer EU Versions,Stage Pseudonymisation,WWI_Staging_DB,write,WORK.CUSTOMERDEDUP,staging-work,SQL Server Staging,True,direct
DIM_EU_Load_Customer,07_dimensions,5,Microsoft.Pipeline,Load Customer EU Versions,Reject Invalid VAT Number,WWI_Staging_DB,write,ERR.REJECTEDCUSTOMER,staging-err,SQL Server Staging,True,direct
DIM_EU_Load_Customer,07_dimensions,6,Microsoft.ExecuteSQLTask,Close Out Superseded Versions,,,read,DIMENSION.CUSTOMER,dw-dimension,SQL Server DW,True,direct
DIM_EU_Load_Customer,07_dimensions,6,Microsoft.ExecuteSQLTask,Close Out Superseded Versions,,,write,DIMENSION.CUSTOMER,dw-dimension,SQL Server DW,True,direct
DIM_EU_Load_Customer,07_dimensions,7,Microsoft.ExecuteSQLTask,Apply Erasure And Retention,,,exec,INTEGRATION.MIGRATESTAGEDCUSTOMERDATAV2,dw-integration,SQL Server DW,False,direct
DIM_EU_Load_Customer,07_dimensions,8,Microsoft.ExecuteSQLTask,Log Rejected Records,,,exec,ETL.USP_LOGREJECTEDRECORD,etl-control,ETL control,False,direct
DIM_EU_Load_Customer,07_dimensions,9,Microsoft.ExecuteSQLTask,Log Row Counts,,,exec,ETL.USP_LOGROWCOUNT,etl-control,ETL control,False,direct
DIM_EU_Load_Customer,07_dimensions,10,Microsoft.ExecuteSQLTask,Log Package Success,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
DIM_EU_Load_Customer,07_dimensions,11,Microsoft.ExecuteSQLTask,Log Error,,,exec,ETL.USP_LOGERROR,etl-control,ETL control,False,direct
DIM_EU_Load_Customer,07_dimensions,12,Microsoft.ExecuteSQLTask,Mark Execution Failed,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
DIM_Load_City,07_dimensions,2,Microsoft.ExecuteSQLTask,Log Package Start,,,exec,ETL.USP_LOGPACKAGESTART,etl-control,ETL control,False,direct
DIM_Load_City,07_dimensions,3,Microsoft.ExecuteSQLTask,Ensure Unknown Member,,,exec,INTEGRATION.ENSUREUNKNOWNMEMBERS,dw-integration,SQL Server DW,False,direct
DIM_Load_City,07_dimensions,4,Microsoft.ExecuteSQLTask,Clear Address Work Table,,,write,WORK.CUSTOMERADDRESSSTANDARDIZED,staging-work,SQL Server Staging,True,direct
DIM_Load_City,07_dimensions,5,Microsoft.Pipeline,Load City Versions,stg City,WWI_Staging_DB,read,STG.GEOGRAPHY,staging-stg,SQL Server Staging,True,direct
DIM_Load_City,07_dimensions,5,Microsoft.Pipeline,Load City Versions,Lookup Current City Version,WWI_DW_Destination_DB,read,DIMENSION.CITY,dw-dimension,SQL Server DW,True,direct
DIM_Load_City,07_dimensions,5,Microsoft.Pipeline,Load City Versions,Lookup Current City Version,WWI_DW_Destination_DB,lookup,DIMENSION.CITY,dw-dimension,SQL Server DW,True,direct
DIM_Load_City,07_dimensions,5,Microsoft.Pipeline,Load City Versions,Reject Source Errors,WWI_Staging_DB,write,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,SQL Server Staging,True,direct
DIM_Load_City,07_dimensions,5,Microsoft.Pipeline,Load City Versions,Insert New City,WWI_DW_Destination_DB,write,DIMENSION.CITY,dw-dimension,SQL Server DW,True,direct
DIM_Load_City,07_dimensions,5,Microsoft.Pipeline,Load City Versions,Insert Type 2 Version,WWI_DW_Destination_DB,write,DIMENSION.CITY,dw-dimension,SQL Server DW,True,direct
DIM_Load_City,07_dimensions,5,Microsoft.Pipeline,Load City Versions,Stage Minor Correction,WWI_Staging_DB,write,WORK.CUSTOMERADDRESSSTANDARDIZED,staging-work,SQL Server Staging,True,direct
DIM_Load_City,07_dimensions,5,Microsoft.Pipeline,Load City Versions,Stage Inferred Promotion,WWI_Staging_DB,write,WORK.LATEARRIVINGDIMENSIONQUEUE,staging-work,SQL Server Staging,True,direct
DIM_Load_City,07_dimensions,6,Microsoft.ExecuteSQLTask,Close Out Superseded Versions,,,read,DIMENSION.CITY,dw-dimension,SQL Server DW,True,direct
DIM_Load_City,07_dimensions,6,Microsoft.ExecuteSQLTask,Close Out Superseded Versions,,,write,DIMENSION.CITY,dw-dimension,SQL Server DW,True,direct
DIM_Load_City,07_dimensions,7,Microsoft.ExecuteSQLTask,Promote Inferred Cities,,,exec,INTEGRATION.MIGRATESTAGEDCITYDATA,dw-integration,SQL Server DW,False,direct
DIM_Load_City,07_dimensions,8,Microsoft.ExecuteSQLTask,Log Row Counts,,,exec,ETL.USP_LOGROWCOUNT,etl-control,ETL control,False,direct
DIM_Load_City,07_dimensions,9,Microsoft.ExecuteSQLTask,Log Package Success,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
DIM_Load_City,07_dimensions,10,Microsoft.ExecuteSQLTask,Log Error,,,exec,ETL.USP_LOGERROR,etl-control,ETL control,False,direct
DIM_Load_City,07_dimensions,11,Microsoft.ExecuteSQLTask,Mark Execution Failed,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
DIM_Load_CustomerCategory,07_dimensions,2,Microsoft.ExecuteSQLTask,Log Package Start,,,exec,ETL.USP_LOGPACKAGESTART,etl-control,ETL control,False,direct
DIM_Load_CustomerCategory,07_dimensions,3,Microsoft.ExecuteSQLTask,Ensure Unknown Member,,,exec,INTEGRATION.ENSUREUNKNOWNMEMBERS,dw-integration,SQL Server DW,False,direct
DIM_Load_CustomerCategory,07_dimensions,4,Microsoft.ExecuteSQLTask,Clear Category Work Table,,,write,WORK.CUSTOMERDEDUP,staging-work,SQL Server Staging,True,direct
DIM_Load_CustomerCategory,07_dimensions,5,Microsoft.Pipeline,Load Customer Category,stg CustomerCategory,WWI_Staging_DB,read,STG.CUSTOMERCATEGORY,staging-stg,SQL Server Staging,False,direct
DIM_Load_CustomerCategory,07_dimensions,5,Microsoft.Pipeline,Load Customer Category,Lookup Existing Category,WWI_DW_Destination_DB,read,DIMENSION.CUSTOMER CATEGORY,dw-dimension,SQL Server DW,True,direct
DIM_Load_CustomerCategory,07_dimensions,5,Microsoft.Pipeline,Load Customer Category,Lookup Existing Category,WWI_DW_Destination_DB,lookup,DIMENSION.CUSTOMER CATEGORY,dw-dimension,SQL Server DW,True,direct
DIM_Load_CustomerCategory,07_dimensions,5,Microsoft.Pipeline,Load Customer Category,Reject Source Errors,WWI_Staging_DB,write,ERR.REJECTEDCUSTOMER,staging-err,SQL Server Staging,True,direct
DIM_Load_CustomerCategory,07_dimensions,5,Microsoft.Pipeline,Load Customer Category,Insert New Category,WWI_DW_Destination_DB,write,DIMENSION.CUSTOMER CATEGORY,dw-dimension,SQL Server DW,True,direct
DIM_Load_CustomerCategory,07_dimensions,5,Microsoft.Pipeline,Load Customer Category,Stage Type 1 Overwrite,WWI_Staging_DB,write,WORK.CUSTOMERDEDUP,staging-work,SQL Server Staging,True,direct
DIM_Load_CustomerCategory,07_dimensions,6,Microsoft.ExecuteSQLTask,Apply Type 1 Overwrite,,,exec,INTEGRATION.MIGRATESTAGEDCUSTOMERCATEGORYDATA,dw-integration,SQL Server DW,False,direct
DIM_Load_CustomerCategory,07_dimensions,7,Microsoft.ExecuteSQLTask,Log Row Counts,,,exec,ETL.USP_LOGROWCOUNT,etl-control,ETL control,False,direct
DIM_Load_CustomerCategory,07_dimensions,8,Microsoft.ExecuteSQLTask,Log Package Success,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
DIM_Load_CustomerCategory,07_dimensions,9,Microsoft.ExecuteSQLTask,Log Error,,,exec,ETL.USP_LOGERROR,etl-control,ETL control,False,direct
DIM_Load_CustomerCategory,07_dimensions,10,Microsoft.ExecuteSQLTask,Mark Execution Failed,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
DIM_Load_CustomerSegment,07_dimensions,2,Microsoft.ExecuteSQLTask,Log Package Start,,,exec,ETL.USP_LOGPACKAGESTART,etl-control,ETL control,False,direct
DIM_Load_CustomerSegment,07_dimensions,3,Microsoft.Pipeline,Load Customer Segment Versions,stg CustomerSegment,WWI_Staging_DB,read,STG.CUSTOMERSEGMENT,staging-stg,SQL Server Staging,False,direct
DIM_Load_CustomerSegment,07_dimensions,3,Microsoft.Pipeline,Load Customer Segment Versions,Lookup Current Segment Version,WWI_DW_Destination_DB,read,DIMENSION.CUSTOMER SEGMENT,dw-dimension,SQL Server DW,True,direct
DIM_Load_CustomerSegment,07_dimensions,3,Microsoft.Pipeline,Load Customer Segment Versions,Lookup Current Segment Version,WWI_DW_Destination_DB,lookup,DIMENSION.CUSTOMER SEGMENT,dw-dimension,SQL Server DW,True,direct
DIM_Load_CustomerSegment,07_dimensions,3,Microsoft.Pipeline,Load Customer Segment Versions,Reject Source Errors,WWI_Staging_DB,write,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,SQL Server Staging,True,direct
DIM_Load_CustomerSegment,07_dimensions,3,Microsoft.Pipeline,Load Customer Segment Versions,Insert New Segment,WWI_DW_Destination_DB,write,DIMENSION.CUSTOMER SEGMENT,dw-dimension,SQL Server DW,True,direct
DIM_Load_CustomerSegment,07_dimensions,3,Microsoft.Pipeline,Load Customer Segment Versions,Insert Redefined Segment,WWI_DW_Destination_DB,write,DIMENSION.CUSTOMER SEGMENT,dw-dimension,SQL Server DW,True,direct
DIM_Load_CustomerSegment,07_dimensions,4,Microsoft.ExecuteSQLTask,Close Out Superseded Versions,,,read,DIMENSION.CUSTOMER SEGMENT,dw-dimension,SQL Server DW,True,direct
DIM_Load_CustomerSegment,07_dimensions,4,Microsoft.ExecuteSQLTask,Close Out Superseded Versions,,,write,DIMENSION.CUSTOMER SEGMENT,dw-dimension,SQL Server DW,True,direct
DIM_Load_CustomerSegment,07_dimensions,5,Microsoft.ExecuteSQLTask,Reassign Customers To Segments,,,exec,INTEGRATION.MIGRATESTAGEDCUSTOMERSEGMENTDATA,dw-integration,SQL Server DW,False,direct
DIM_Load_CustomerSegment,07_dimensions,6,Microsoft.ExecuteSQLTask,Log Row Counts,,,exec,ETL.USP_LOGROWCOUNT,etl-control,ETL control,False,direct
DIM_Load_CustomerSegment,07_dimensions,7,Microsoft.ExecuteSQLTask,Log Package Success,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
DIM_Load_CustomerSegment,07_dimensions,8,Microsoft.ExecuteSQLTask,Log Error,,,exec,ETL.USP_LOGERROR,etl-control,ETL control,False,direct
DIM_Load_CustomerSegment,07_dimensions,9,Microsoft.ExecuteSQLTask,Mark Execution Failed,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
DIM_Load_Employee,07_dimensions,2,Microsoft.ExecuteSQLTask,Log Package Start,,,exec,ETL.USP_LOGPACKAGESTART,etl-control,ETL control,False,direct
DIM_Load_Employee,07_dimensions,3,Microsoft.ExecuteSQLTask,Ensure Unknown Member,,,exec,INTEGRATION.ENSUREUNKNOWNMEMBERS,dw-integration,SQL Server DW,False,direct
DIM_Load_Employee,07_dimensions,4,Microsoft.Pipeline,Load Employee Versions,stg Employee,WWI_Staging_DB,read,STG.EMPLOYEE,staging-stg,SQL Server Staging,True,direct
DIM_Load_Employee,07_dimensions,4,Microsoft.Pipeline,Load Employee Versions,Lookup Current Employee Version,WWI_DW_Destination_DB,read,DIMENSION.EMPLOYEE,dw-dimension,SQL Server DW,True,direct
DIM_Load_Employee,07_dimensions,4,Microsoft.Pipeline,Load Employee Versions,Lookup Current Employee Version,WWI_DW_Destination_DB,lookup,DIMENSION.EMPLOYEE,dw-dimension,SQL Server DW,True,direct
DIM_Load_Employee,07_dimensions,4,Microsoft.Pipeline,Load Employee Versions,Reject Source Errors,WWI_Staging_DB,write,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,SQL Server Staging,True,direct
DIM_Load_Employee,07_dimensions,4,Microsoft.Pipeline,Load Employee Versions,Lookup Manager Key,WWI_DW_Destination_DB,read,DIMENSION.EMPLOYEE,dw-dimension,SQL Server DW,True,direct
DIM_Load_Employee,07_dimensions,4,Microsoft.Pipeline,Load Employee Versions,Lookup Manager Key,WWI_DW_Destination_DB,lookup,DIMENSION.EMPLOYEE,dw-dimension,SQL Server DW,True,direct
DIM_Load_Employee,07_dimensions,4,Microsoft.Pipeline,Load Employee Versions,Insert New Employee,WWI_DW_Destination_DB,write,DIMENSION.EMPLOYEE,dw-dimension,SQL Server DW,True,direct
DIM_Load_Employee,07_dimensions,4,Microsoft.Pipeline,Load Employee Versions,Insert Type 2 Version,WWI_DW_Destination_DB,write,DIMENSION.EMPLOYEE,dw-dimension,SQL Server DW,True,direct
DIM_Load_Employee,07_dimensions,5,Microsoft.ExecuteSQLTask,Close Out Superseded Versions,,,read,DIMENSION.EMPLOYEE,dw-dimension,SQL Server DW,True,direct
DIM_Load_Employee,07_dimensions,5,Microsoft.ExecuteSQLTask,Close Out Superseded Versions,,,write,DIMENSION.EMPLOYEE,dw-dimension,SQL Server DW,True,direct
DIM_Load_Employee,07_dimensions,6,Microsoft.ExecuteSQLTask,Repair Manager Keys,,,read,DIMENSION.EMPLOYEE,dw-dimension,SQL Server DW,True,direct
DIM_Load_Employee,07_dimensions,6,Microsoft.ExecuteSQLTask,Repair Manager Keys,,,write,DIMENSION.EMPLOYEE,dw-dimension,SQL Server DW,True,direct
DIM_Load_Employee,07_dimensions,7,Microsoft.ExecuteSQLTask,Rebuild Reporting Depth,,,read,DIMENSION.EMPLOYEE,dw-dimension,SQL Server DW,True,direct
DIM_Load_Employee,07_dimensions,7,Microsoft.ExecuteSQLTask,Rebuild Reporting Depth,,,write,DIMENSION.EMPLOYEE,dw-dimension,SQL Server DW,True,direct
DIM_Load_Employee,07_dimensions,8,Microsoft.ExecuteSQLTask,Log Row Counts,,,exec,ETL.USP_LOGROWCOUNT,etl-control,ETL control,False,direct
DIM_Load_Employee,07_dimensions,9,Microsoft.ExecuteSQLTask,Log Package Success,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
DIM_Load_Employee,07_dimensions,10,Microsoft.ExecuteSQLTask,Log Error,,,exec,ETL.USP_LOGERROR,etl-control,ETL control,False,direct
DIM_Load_Employee,07_dimensions,11,Microsoft.ExecuteSQLTask,Mark Execution Failed,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
DIM_Load_ProductCategory,07_dimensions,2,Microsoft.ExecuteSQLTask,Log Package Start,,,exec,ETL.USP_LOGPACKAGESTART,etl-control,ETL control,False,direct
DIM_Load_ProductCategory,07_dimensions,3,Microsoft.ExecuteSQLTask,Ensure Unknown Member,,,exec,INTEGRATION.ENSUREUNKNOWNMEMBERS,dw-integration,SQL Server DW,False,direct
DIM_Load_ProductCategory,07_dimensions,4,Microsoft.Pipeline,Load Product Category,stg ProductCategory,WWI_Staging_DB,read,STG.PRODUCTCATEGORY,staging-stg,SQL Server Staging,False,direct
DIM_Load_ProductCategory,07_dimensions,4,Microsoft.Pipeline,Load Product Category,Lookup Parent Category Key,WWI_DW_Destination_DB,read,DIMENSION.PRODUCT CATEGORY,dw-dimension,SQL Server DW,True,direct
DIM_Load_ProductCategory,07_dimensions,4,Microsoft.Pipeline,Load Product Category,Lookup Parent Category Key,WWI_DW_Destination_DB,lookup,DIMENSION.PRODUCT CATEGORY,dw-dimension,SQL Server DW,True,direct
DIM_Load_ProductCategory,07_dimensions,4,Microsoft.Pipeline,Load Product Category,Reject Source Errors,WWI_Staging_DB,write,ERR.REJECTEDPRODUCT,staging-err,SQL Server Staging,True,direct
DIM_Load_ProductCategory,07_dimensions,4,Microsoft.Pipeline,Load Product Category,Insert Leaf Category,WWI_DW_Destination_DB,write,DIMENSION.PRODUCT CATEGORY,dw-dimension,SQL Server DW,True,direct
DIM_Load_ProductCategory,07_dimensions,4,Microsoft.Pipeline,Load Product Category,Insert Rollup Category,WWI_DW_Destination_DB,write,DIMENSION.PRODUCT CATEGORY,dw-dimension,SQL Server DW,True,direct
DIM_Load_ProductCategory,07_dimensions,4,Microsoft.Pipeline,Load Product Category,Insert Root Category,WWI_DW_Destination_DB,write,DIMENSION.PRODUCT CATEGORY,dw-dimension,SQL Server DW,True,direct
DIM_Load_ProductCategory,07_dimensions,5,Microsoft.ExecuteSQLTask,Apply Type 1 Overwrite,,,exec,INTEGRATION.MIGRATESTAGEDPRODUCTCATEGORYDATA,dw-integration,SQL Server DW,False,direct
DIM_Load_ProductCategory,07_dimensions,6,Microsoft.ExecuteSQLTask,Maintain Stock Item Category Bridge,,,read,DIMENSION.PRODUCT CATEGORY,dw-dimension,SQL Server DW,True,direct
DIM_Load_ProductCategory,07_dimensions,6,Microsoft.ExecuteSQLTask,Maintain Stock Item Category Bridge,,,read,DIMENSION.STOCK ITEM,dw-dimension,SQL Server DW,True,direct
DIM_Load_ProductCategory,07_dimensions,6,Microsoft.ExecuteSQLTask,Maintain Stock Item Category Bridge,,,read,DIMENSION.STOCK ITEM CATEGORY BRIDGE,dw-dimension,SQL Server DW,False,direct
DIM_Load_ProductCategory,07_dimensions,6,Microsoft.ExecuteSQLTask,Maintain Stock Item Category Bridge,,,write,DIMENSION.STOCK ITEM CATEGORY BRIDGE,dw-dimension,SQL Server DW,False,direct
DIM_Load_ProductCategory,07_dimensions,7,Microsoft.ExecuteSQLTask,Log Row Counts,,,exec,ETL.USP_LOGROWCOUNT,etl-control,ETL control,False,direct
DIM_Load_ProductCategory,07_dimensions,8,Microsoft.ExecuteSQLTask,Log Package Success,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
DIM_Load_ProductCategory,07_dimensions,9,Microsoft.ExecuteSQLTask,Log Error,,,exec,ETL.USP_LOGERROR,etl-control,ETL control,False,direct
DIM_Load_ProductCategory,07_dimensions,10,Microsoft.ExecuteSQLTask,Mark Execution Failed,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
DIM_Load_Promotion,07_dimensions,2,Microsoft.ExecuteSQLTask,Log Package Start,,,exec,ETL.USP_LOGPACKAGESTART,etl-control,ETL control,False,direct
DIM_Load_Promotion,07_dimensions,3,Microsoft.ExecuteSQLTask,Ensure Unknown Member,,,exec,INTEGRATION.ENSUREUNKNOWNMEMBERS,dw-integration,SQL Server DW,False,direct
DIM_Load_Promotion,07_dimensions,4,Microsoft.Pipeline,Load Promotion Versions,stg Promotion,WWI_Staging_DB,read,STG.PROMOTION,staging-stg,SQL Server Staging,True,direct
DIM_Load_Promotion,07_dimensions,4,Microsoft.Pipeline,Load Promotion Versions,Lookup Current Promotion Version,WWI_DW_Destination_DB,read,DIMENSION.PROMOTION,dw-dimension,SQL Server DW,True,direct
DIM_Load_Promotion,07_dimensions,4,Microsoft.Pipeline,Load Promotion Versions,Lookup Current Promotion Version,WWI_DW_Destination_DB,lookup,DIMENSION.PROMOTION,dw-dimension,SQL Server DW,True,direct
DIM_Load_Promotion,07_dimensions,4,Microsoft.Pipeline,Load Promotion Versions,Reject Source Errors,WWI_Staging_DB,write,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,SQL Server Staging,True,direct
DIM_Load_Promotion,07_dimensions,4,Microsoft.Pipeline,Load Promotion Versions,Insert New Promotion,WWI_DW_Destination_DB,write,DIMENSION.PROMOTION,dw-dimension,SQL Server DW,True,direct
DIM_Load_Promotion,07_dimensions,4,Microsoft.Pipeline,Load Promotion Versions,Insert Amended Promotion,WWI_DW_Destination_DB,write,DIMENSION.PROMOTION,dw-dimension,SQL Server DW,True,direct
