package,folder,step_order,step_type,step_name,component,connection,direction,object,layer,system,declared,via
FACT_Load_Purchase,08_facts,3,Microsoft.ExecuteSQLTask,Get Watermark,,,exec,ETL.USP_GETWATERMARK,etl-control,ETL control,False,direct
FACT_Load_Purchase,08_facts,4,Microsoft.ExecuteSQLTask,Clear Purchase Work Table,,,write,WORK.PURCHASELINEENRICHED,staging-work,SQL Server Staging,True,direct
FACT_Load_Purchase,08_facts,5,Microsoft.Pipeline,Load Fact Purchase,stg Purchase,WWI_Staging_DB,read,STG.PURCHASE,staging-stg,SQL Server Staging,False,direct
FACT_Load_Purchase,08_facts,5,Microsoft.Pipeline,Load Fact Purchase,Lookup Supplier Key,WWI_DW_Destination_DB,read,DIMENSION.SUPPLIER,dw-dimension,SQL Server DW,True,direct
FACT_Load_Purchase,08_facts,5,Microsoft.Pipeline,Load Fact Purchase,Lookup Supplier Key,WWI_DW_Destination_DB,lookup,DIMENSION.SUPPLIER,dw-dimension,SQL Server DW,True,direct
FACT_Load_Purchase,08_facts,5,Microsoft.Pipeline,Load Fact Purchase,Reject Source Errors,WWI_Staging_DB,write,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,SQL Server Staging,True,direct
FACT_Load_Purchase,08_facts,5,Microsoft.Pipeline,Load Fact Purchase,Lookup Stock Item Key,WWI_DW_Destination_DB,read,DIMENSION.STOCK ITEM,dw-dimension,SQL Server DW,True,direct
FACT_Load_Purchase,08_facts,5,Microsoft.Pipeline,Load Fact Purchase,Lookup Stock Item Key,WWI_DW_Destination_DB,lookup,DIMENSION.STOCK ITEM,dw-dimension,SQL Server DW,True,direct
FACT_Load_Purchase,08_facts,5,Microsoft.Pipeline,Load Fact Purchase,Lookup Effective FX Rate,WWI_Staging_DB,read,STG.CURRENCYRATE,staging-stg,SQL Server Staging,False,direct
FACT_Load_Purchase,08_facts,5,Microsoft.Pipeline,Load Fact Purchase,Lookup Effective FX Rate,WWI_Staging_DB,lookup,STG.CURRENCYRATE,staging-stg,SQL Server Staging,False,direct
FACT_Load_Purchase,08_facts,5,Microsoft.Pipeline,Load Fact Purchase,Lookup Order Placed Date Key,WWI_DW_Destination_DB,read,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_Purchase,08_facts,5,Microsoft.Pipeline,Load Fact Purchase,Lookup Order Placed Date Key,WWI_DW_Destination_DB,lookup,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_Purchase,08_facts,5,Microsoft.Pipeline,Load Fact Purchase,Lookup Expected Receipt Date Key,WWI_DW_Destination_DB,read,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_Purchase,08_facts,5,Microsoft.Pipeline,Load Fact Purchase,Lookup Expected Receipt Date Key,WWI_DW_Destination_DB,lookup,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_Purchase,08_facts,5,Microsoft.Pipeline,Load Fact Purchase,Insert Standard Lines,WWI_DW_Destination_DB,write,FACT.PURCHASE,dw-fact,SQL Server DW,True,direct
FACT_Load_Purchase,08_facts,5,Microsoft.Pipeline,Load Fact Purchase,Insert Long Lead Time Lines,WWI_DW_Destination_DB,write,FACT.PURCHASE,dw-fact,SQL Server DW,True,direct
FACT_Load_Purchase,08_facts,5,Microsoft.Pipeline,Load Fact Purchase,Hold Unknown Supplier,WWI_Staging_DB,write,WORK.PURCHASELINEENRICHED,staging-work,SQL Server Staging,True,direct
FACT_Load_Purchase,08_facts,5,Microsoft.Pipeline,Load Fact Purchase,Hold Unknown Stock Item,WWI_Staging_DB,write,WORK.PURCHASELINEENRICHED,staging-work,SQL Server Staging,True,direct
FACT_Load_Purchase,08_facts,6,Microsoft.ExecuteSQLTask,Queue Late Arriving Supplier,,,read,ERR.REJECTEDLOOKUPFAILURE,staging-err,SQL Server Staging,True,direct
FACT_Load_Purchase,08_facts,6,Microsoft.ExecuteSQLTask,Queue Late Arriving Supplier,,,read,WORK.LATEARRIVINGDIMENSIONQUEUE,staging-work,SQL Server Staging,True,direct
FACT_Load_Purchase,08_facts,6,Microsoft.ExecuteSQLTask,Queue Late Arriving Supplier,,,write,WORK.LATEARRIVINGDIMENSIONQUEUE,staging-work,SQL Server Staging,True,direct
FACT_Load_Purchase,08_facts,7,Microsoft.ExecuteSQLTask,Load Held Purchase Lines,,,exec,INTEGRATION.LOADFACTPURCHASE,dw-integration,SQL Server DW,False,direct
FACT_Load_Purchase,08_facts,8,Microsoft.ExecuteSQLTask,Set Watermark,,,exec,ETL.USP_SETWATERMARK,etl-control,ETL control,False,direct
FACT_Load_Purchase,08_facts,9,Microsoft.ExecuteSQLTask,Log Rejected Records,,,exec,ETL.USP_LOGREJECTEDRECORD,etl-control,ETL control,False,direct
FACT_Load_Purchase,08_facts,10,Microsoft.ExecuteSQLTask,Log Row Counts,,,exec,ETL.USP_LOGROWCOUNT,etl-control,ETL control,False,direct
FACT_Load_Purchase,08_facts,11,Microsoft.ExecuteSQLTask,Log Package Success,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
FACT_Load_Purchase,08_facts,12,Microsoft.ExecuteSQLTask,Log Error,,,exec,ETL.USP_LOGERROR,etl-control,ETL control,False,direct
FACT_Load_Purchase,08_facts,13,Microsoft.ExecuteSQLTask,Mark Execution Failed,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
FACT_Load_PurchaseReceipt,08_facts,2,Microsoft.ExecuteSQLTask,Log Package Start,,,exec,ETL.USP_LOGPACKAGESTART,etl-control,ETL control,False,direct
FACT_Load_PurchaseReceipt,08_facts,3,Microsoft.ExecuteSQLTask,Get Watermark,,,exec,ETL.USP_GETWATERMARK,etl-control,ETL control,False,direct
FACT_Load_PurchaseReceipt,08_facts,4,Microsoft.ExecuteSQLTask,Clear Receipt Work Table,,,write,WORK.PURCHASELINEENRICHED,staging-work,SQL Server Staging,True,direct
FACT_Load_PurchaseReceipt,08_facts,5,Microsoft.Pipeline,Load Fact Purchase Receipt,stg PurchaseReceipt,WWI_Staging_DB,read,STG.PURCHASERECEIPT,staging-stg,SQL Server Staging,False,direct
FACT_Load_PurchaseReceipt,08_facts,5,Microsoft.Pipeline,Load Fact Purchase Receipt,Lookup Supplier Key,WWI_DW_Destination_DB,read,DIMENSION.SUPPLIER,dw-dimension,SQL Server DW,True,direct
FACT_Load_PurchaseReceipt,08_facts,5,Microsoft.Pipeline,Load Fact Purchase Receipt,Lookup Supplier Key,WWI_DW_Destination_DB,lookup,DIMENSION.SUPPLIER,dw-dimension,SQL Server DW,True,direct
FACT_Load_PurchaseReceipt,08_facts,5,Microsoft.Pipeline,Load Fact Purchase Receipt,Reject Source Errors,WWI_Staging_DB,write,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,SQL Server Staging,True,direct
FACT_Load_PurchaseReceipt,08_facts,5,Microsoft.Pipeline,Load Fact Purchase Receipt,Lookup Stock Item Key,WWI_DW_Destination_DB,read,DIMENSION.STOCK ITEM,dw-dimension,SQL Server DW,True,direct
FACT_Load_PurchaseReceipt,08_facts,5,Microsoft.Pipeline,Load Fact Purchase Receipt,Lookup Stock Item Key,WWI_DW_Destination_DB,lookup,DIMENSION.STOCK ITEM,dw-dimension,SQL Server DW,True,direct
FACT_Load_PurchaseReceipt,08_facts,5,Microsoft.Pipeline,Load Fact Purchase Receipt,Lookup Order Raised Date Key,WWI_DW_Destination_DB,read,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_PurchaseReceipt,08_facts,5,Microsoft.Pipeline,Load Fact Purchase Receipt,Lookup Order Raised Date Key,WWI_DW_Destination_DB,lookup,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_PurchaseReceipt,08_facts,5,Microsoft.Pipeline,Load Fact Purchase Receipt,Lookup Goods Received Date Key,WWI_DW_Destination_DB,read,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_PurchaseReceipt,08_facts,5,Microsoft.Pipeline,Load Fact Purchase Receipt,Lookup Goods Received Date Key,WWI_DW_Destination_DB,lookup,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_PurchaseReceipt,08_facts,5,Microsoft.Pipeline,Load Fact Purchase Receipt,Lookup Invoice Received Date Key,WWI_DW_Destination_DB,read,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_PurchaseReceipt,08_facts,5,Microsoft.Pipeline,Load Fact Purchase Receipt,Lookup Invoice Received Date Key,WWI_DW_Destination_DB,lookup,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_PurchaseReceipt,08_facts,5,Microsoft.Pipeline,Load Fact Purchase Receipt,Lookup Payment Settled Date Key,WWI_DW_Destination_DB,read,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_PurchaseReceipt,08_facts,5,Microsoft.Pipeline,Load Fact Purchase Receipt,Lookup Payment Settled Date Key,WWI_DW_Destination_DB,lookup,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_PurchaseReceipt,08_facts,5,Microsoft.Pipeline,Load Fact Purchase Receipt,Lookup Existing Receipt Row,WWI_DW_Destination_DB,read,FACT.PURCHASE RECEIPT,dw-fact,SQL Server DW,True,direct
FACT_Load_PurchaseReceipt,08_facts,5,Microsoft.Pipeline,Load Fact Purchase Receipt,Lookup Existing Receipt Row,WWI_DW_Destination_DB,lookup,FACT.PURCHASE RECEIPT,dw-fact,SQL Server DW,True,direct
FACT_Load_PurchaseReceipt,08_facts,5,Microsoft.Pipeline,Load Fact Purchase Receipt,Insert New Receipt,WWI_DW_Destination_DB,write,FACT.PURCHASE RECEIPT,dw-fact,SQL Server DW,True,direct
FACT_Load_PurchaseReceipt,08_facts,5,Microsoft.Pipeline,Load Fact Purchase Receipt,Stage Milestone Update,WWI_Staging_DB,write,WORK.PURCHASELINEENRICHED,staging-work,SQL Server Staging,True,direct
FACT_Load_PurchaseReceipt,08_facts,5,Microsoft.Pipeline,Load Fact Purchase Receipt,Reject Match Failure,WWI_Staging_DB,write,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,SQL Server Staging,True,direct
FACT_Load_PurchaseReceipt,08_facts,6,Microsoft.ExecuteSQLTask,Update Milestones In Place,,,read,FACT.PURCHASE RECEIPT,dw-fact,SQL Server DW,True,direct
FACT_Load_PurchaseReceipt,08_facts,6,Microsoft.ExecuteSQLTask,Update Milestones In Place,,,read,WORK.PURCHASELINEENRICHED,staging-work,SQL Server Staging,True,direct
FACT_Load_PurchaseReceipt,08_facts,6,Microsoft.ExecuteSQLTask,Update Milestones In Place,,,write,FACT.PURCHASE RECEIPT,dw-fact,SQL Server DW,True,direct
FACT_Load_PurchaseReceipt,08_facts,7,Microsoft.ExecuteSQLTask,Recalculate GRNI Accrual,,,exec,INTEGRATION.LOADFACTPURCHASERECEIPT,dw-integration,SQL Server DW,False,direct
FACT_Load_PurchaseReceipt,08_facts,8,Microsoft.ExecuteSQLTask,Set Watermark,,,exec,ETL.USP_SETWATERMARK,etl-control,ETL control,False,direct
FACT_Load_PurchaseReceipt,08_facts,9,Microsoft.ExecuteSQLTask,Log Rejected Records,,,exec,ETL.USP_LOGREJECTEDRECORD,etl-control,ETL control,False,direct
FACT_Load_PurchaseReceipt,08_facts,10,Microsoft.ExecuteSQLTask,Log Row Counts,,,exec,ETL.USP_LOGROWCOUNT,etl-control,ETL control,False,direct
FACT_Load_PurchaseReceipt,08_facts,11,Microsoft.ExecuteSQLTask,Log Package Success,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
FACT_Load_PurchaseReceipt,08_facts,12,Microsoft.ExecuteSQLTask,Log Error,,,exec,ETL.USP_LOGERROR,etl-control,ETL control,False,direct
FACT_Load_PurchaseReceipt,08_facts,13,Microsoft.ExecuteSQLTask,Mark Execution Failed,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
FACT_Load_Return,08_facts,2,Microsoft.ExecuteSQLTask,Log Package Start,,,exec,ETL.USP_LOGPACKAGESTART,etl-control,ETL control,False,direct
FACT_Load_Return,08_facts,3,Microsoft.ExecuteSQLTask,Get Watermark,,,exec,ETL.USP_GETWATERMARK,etl-control,ETL control,False,direct
FACT_Load_Return,08_facts,4,Microsoft.Pipeline,Load Fact Return,stg Return,WWI_Staging_DB,read,STG.RETURN,staging-stg,SQL Server Staging,True,direct
FACT_Load_Return,08_facts,4,Microsoft.Pipeline,Load Fact Return,Lookup Customer Key,WWI_DW_Destination_DB,read,DIMENSION.CUSTOMER,dw-dimension,SQL Server DW,True,direct
FACT_Load_Return,08_facts,4,Microsoft.Pipeline,Load Fact Return,Lookup Customer Key,WWI_DW_Destination_DB,lookup,DIMENSION.CUSTOMER,dw-dimension,SQL Server DW,True,direct
FACT_Load_Return,08_facts,4,Microsoft.Pipeline,Load Fact Return,Reject Source Errors,WWI_Staging_DB,write,ERR.REJECTEDINVOICELINE,staging-err,SQL Server Staging,True,direct
FACT_Load_Return,08_facts,4,Microsoft.Pipeline,Load Fact Return,Lookup Stock Item Key,WWI_DW_Destination_DB,read,DIMENSION.STOCK ITEM,dw-dimension,SQL Server DW,True,direct
FACT_Load_Return,08_facts,4,Microsoft.Pipeline,Load Fact Return,Lookup Stock Item Key,WWI_DW_Destination_DB,lookup,DIMENSION.STOCK ITEM,dw-dimension,SQL Server DW,True,direct
FACT_Load_Return,08_facts,4,Microsoft.Pipeline,Load Fact Return,Lookup Return Date Key,WWI_DW_Destination_DB,read,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_Return,08_facts,4,Microsoft.Pipeline,Load Fact Return,Lookup Return Date Key,WWI_DW_Destination_DB,lookup,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_Return,08_facts,4,Microsoft.Pipeline,Load Fact Return,Lookup Original Invoice Date Key,WWI_DW_Destination_DB,read,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_Return,08_facts,4,Microsoft.Pipeline,Load Fact Return,Lookup Original Invoice Date Key,WWI_DW_Destination_DB,lookup,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_Return,08_facts,4,Microsoft.Pipeline,Load Fact Return,Lookup Original Sale Row,WWI_DW_Destination_DB,read,FACT.SALE,dw-fact,SQL Server DW,True,direct
FACT_Load_Return,08_facts,4,Microsoft.Pipeline,Load Fact Return,Lookup Original Sale Row,WWI_DW_Destination_DB,lookup,FACT.SALE,dw-fact,SQL Server DW,True,direct
FACT_Load_Return,08_facts,4,Microsoft.Pipeline,Load Fact Return,Insert Saleable Returns,WWI_DW_Destination_DB,write,FACT.RETURN,dw-fact,SQL Server DW,True,direct
FACT_Load_Return,08_facts,4,Microsoft.Pipeline,Load Fact Return,Insert Damaged Returns,WWI_DW_Destination_DB,write,FACT.RETURN,dw-fact,SQL Server DW,True,direct
FACT_Load_Return,08_facts,4,Microsoft.Pipeline,Load Fact Return,Reject Orphan Return,WWI_Staging_DB,write,ERR.REJECTEDLOOKUPFAILURE,staging-err,SQL Server Staging,True,direct
FACT_Load_Return,08_facts,5,Microsoft.ExecuteSQLTask,Write Sale Reversal Rows,,,exec,INTEGRATION.LOADFACTRETURN,dw-integration,SQL Server DW,False,direct
FACT_Load_Return,08_facts,6,Microsoft.ExecuteSQLTask,Set Watermark,,,exec,ETL.USP_SETWATERMARK,etl-control,ETL control,False,direct
FACT_Load_Return,08_facts,7,Microsoft.ExecuteSQLTask,Log Rejected Records,,,exec,ETL.USP_LOGREJECTEDRECORD,etl-control,ETL control,False,direct
FACT_Load_Return,08_facts,8,Microsoft.ExecuteSQLTask,Log Row Counts,,,exec,ETL.USP_LOGROWCOUNT,etl-control,ETL control,False,direct
FACT_Load_Return,08_facts,9,Microsoft.ExecuteSQLTask,Log Package Success,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
FACT_Load_Return,08_facts,10,Microsoft.ExecuteSQLTask,Log Error,,,exec,ETL.USP_LOGERROR,etl-control,ETL control,False,direct
FACT_Load_Return,08_facts,11,Microsoft.ExecuteSQLTask,Mark Execution Failed,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
FACT_Load_Shipment,08_facts,2,Microsoft.ExecuteSQLTask,Log Package Start,,,exec,ETL.USP_LOGPACKAGESTART,etl-control,ETL control,False,direct
FACT_Load_Shipment,08_facts,3,Microsoft.ExecuteSQLTask,Get Watermark,,,exec,ETL.USP_GETWATERMARK,etl-control,ETL control,False,direct
FACT_Load_Shipment,08_facts,4,Microsoft.ExecuteSQLTask,Clear Shipment Work Table,,,write,WORK.ORDERLINEENRICHED,staging-work,SQL Server Staging,True,direct
FACT_Load_Shipment,08_facts,5,Microsoft.Pipeline,Load Fact Shipment,stg Shipment,WWI_Staging_DB,read,STG.SHIPMENT,staging-stg,SQL Server Staging,True,direct
FACT_Load_Shipment,08_facts,5,Microsoft.Pipeline,Load Fact Shipment,Lookup Customer Key,WWI_DW_Destination_DB,read,DIMENSION.CUSTOMER,dw-dimension,SQL Server DW,True,direct
FACT_Load_Shipment,08_facts,5,Microsoft.Pipeline,Load Fact Shipment,Lookup Customer Key,WWI_DW_Destination_DB,lookup,DIMENSION.CUSTOMER,dw-dimension,SQL Server DW,True,direct
FACT_Load_Shipment,08_facts,5,Microsoft.Pipeline,Load Fact Shipment,Reject Source Errors,WWI_Staging_DB,write,ERR.REJECTEDSHIPMENT,staging-err,SQL Server Staging,True,direct
FACT_Load_Shipment,08_facts,5,Microsoft.Pipeline,Load Fact Shipment,Lookup Dispatched Date Key,WWI_DW_Destination_DB,read,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_Shipment,08_facts,5,Microsoft.Pipeline,Load Fact Shipment,Lookup Dispatched Date Key,WWI_DW_Destination_DB,lookup,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_Shipment,08_facts,5,Microsoft.Pipeline,Load Fact Shipment,Lookup Delivered Date Key,WWI_DW_Destination_DB,read,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_Shipment,08_facts,5,Microsoft.Pipeline,Load Fact Shipment,Lookup Delivered Date Key,WWI_DW_Destination_DB,lookup,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_Shipment,08_facts,5,Microsoft.Pipeline,Load Fact Shipment,Lookup Promised Delivery Date Key,WWI_DW_Destination_DB,read,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_Shipment,08_facts,5,Microsoft.Pipeline,Load Fact Shipment,Lookup Promised Delivery Date Key,WWI_DW_Destination_DB,lookup,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_Shipment,08_facts,5,Microsoft.Pipeline,Load Fact Shipment,Lookup Existing Shipment Row,WWI_DW_Destination_DB,read,FACT.SHIPMENT,dw-fact,SQL Server DW,True,direct
FACT_Load_Shipment,08_facts,5,Microsoft.Pipeline,Load Fact Shipment,Lookup Existing Shipment Row,WWI_DW_Destination_DB,lookup,FACT.SHIPMENT,dw-fact,SQL Server DW,True,direct
FACT_Load_Shipment,08_facts,5,Microsoft.Pipeline,Load Fact Shipment,Insert New Shipment,WWI_DW_Destination_DB,write,FACT.SHIPMENT,dw-fact,SQL Server DW,True,direct
FACT_Load_Shipment,08_facts,5,Microsoft.Pipeline,Load Fact Shipment,Stage Milestone Update,WWI_Staging_DB,write,WORK.ORDERLINEENRICHED,staging-work,SQL Server Staging,True,direct
FACT_Load_Shipment,08_facts,5,Microsoft.Pipeline,Load Fact Shipment,Stage Customs Held,WWI_Staging_DB,write,WORK.ORDERLINEENRICHED,staging-work,SQL Server Staging,True,direct
FACT_Load_Shipment,08_facts,6,Microsoft.ExecuteSQLTask,Update Shipment Milestones In Place,,,read,FACT.SHIPMENT,dw-fact,SQL Server DW,True,direct
FACT_Load_Shipment,08_facts,6,Microsoft.ExecuteSQLTask,Update Shipment Milestones In Place,,,read,WORK.ORDERLINEENRICHED,staging-work,SQL Server Staging,True,direct
FACT_Load_Shipment,08_facts,6,Microsoft.ExecuteSQLTask,Update Shipment Milestones In Place,,,write,FACT.SHIPMENT,dw-fact,SQL Server DW,True,direct
FACT_Load_Shipment,08_facts,7,Microsoft.ExecuteSQLTask,Recalculate Carrier Performance,,,exec,INTEGRATION.LOADFACTSHIPMENT,dw-integration,SQL Server DW,False,direct
FACT_Load_Shipment,08_facts,8,Microsoft.ExecuteSQLTask,Set Watermark,,,exec,ETL.USP_SETWATERMARK,etl-control,ETL control,False,direct
FACT_Load_Shipment,08_facts,9,Microsoft.ExecuteSQLTask,Log Rejected Records,,,exec,ETL.USP_LOGREJECTEDRECORD,etl-control,ETL control,False,direct
FACT_Load_Shipment,08_facts,10,Microsoft.ExecuteSQLTask,Log Row Counts,,,exec,ETL.USP_LOGROWCOUNT,etl-control,ETL control,False,direct
FACT_Load_Shipment,08_facts,11,Microsoft.ExecuteSQLTask,Log Package Success,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
FACT_Load_Shipment,08_facts,12,Microsoft.ExecuteSQLTask,Log Error,,,exec,ETL.USP_LOGERROR,etl-control,ETL control,False,direct
FACT_Load_Shipment,08_facts,13,Microsoft.ExecuteSQLTask,Mark Execution Failed,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
FACT_Load_StockHolding,08_facts,2,Microsoft.ExecuteSQLTask,Log Package Start,,,exec,ETL.USP_LOGPACKAGESTART,etl-control,ETL control,False,direct
FACT_Load_StockHolding,08_facts,3,Microsoft.ExecuteSQLTask,Delete Existing Snapshot For Date,,,read,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_StockHolding,08_facts,3,Microsoft.ExecuteSQLTask,Delete Existing Snapshot For Date,,,read,FACT.STOCK HOLDING,dw-fact,SQL Server DW,True,direct
FACT_Load_StockHolding,08_facts,3,Microsoft.ExecuteSQLTask,Delete Existing Snapshot For Date,,,write,FACT.STOCK HOLDING,dw-fact,SQL Server DW,True,direct
FACT_Load_StockHolding,08_facts,4,Microsoft.Pipeline,Load Fact Stock Holding,stg StockHolding,WWI_Staging_DB,read,STG.STOCKHOLDING,staging-stg,SQL Server Staging,False,direct
FACT_Load_StockHolding,08_facts,4,Microsoft.Pipeline,Load Fact Stock Holding,Lookup Stock Item Key,WWI_DW_Destination_DB,read,DIMENSION.STOCK ITEM,dw-dimension,SQL Server DW,True,direct
FACT_Load_StockHolding,08_facts,4,Microsoft.Pipeline,Load Fact Stock Holding,Lookup Stock Item Key,WWI_DW_Destination_DB,lookup,DIMENSION.STOCK ITEM,dw-dimension,SQL Server DW,True,direct
FACT_Load_StockHolding,08_facts,4,Microsoft.Pipeline,Load Fact Stock Holding,Reject Source Errors,WWI_Staging_DB,write,ERR.REJECTEDCONSTRAINTVIOLATION,staging-err,SQL Server Staging,True,direct
FACT_Load_StockHolding,08_facts,4,Microsoft.Pipeline,Load Fact Stock Holding,Lookup Position Date Key,WWI_DW_Destination_DB,read,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_StockHolding,08_facts,4,Microsoft.Pipeline,Load Fact Stock Holding,Lookup Position Date Key,WWI_DW_Destination_DB,lookup,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_StockHolding,08_facts,4,Microsoft.Pipeline,Load Fact Stock Holding,Insert Normal Positions,WWI_DW_Destination_DB,write,FACT.STOCK HOLDING,dw-fact,SQL Server DW,True,direct
FACT_Load_StockHolding,08_facts,4,Microsoft.Pipeline,Load Fact Stock Holding,Insert Oversold Positions,WWI_DW_Destination_DB,write,FACT.STOCK HOLDING,dw-fact,SQL Server DW,True,direct
FACT_Load_StockHolding,08_facts,4,Microsoft.Pipeline,Load Fact Stock Holding,Reject Unknown Stock Item,WWI_Staging_DB,write,ERR.REJECTEDLOOKUPFAILURE,staging-err,SQL Server Staging,True,direct
FACT_Load_StockHolding,08_facts,5,Microsoft.ExecuteSQLTask,Recalculate Inventory Health Flags,,,exec,INTEGRATION.LOADFACTSTOCKHOLDING,dw-integration,SQL Server DW,False,direct
FACT_Load_StockHolding,08_facts,6,Microsoft.ExecuteSQLTask,Log Rejected Records,,,exec,ETL.USP_LOGREJECTEDRECORD,etl-control,ETL control,False,direct
FACT_Load_StockHolding,08_facts,7,Microsoft.ExecuteSQLTask,Log Row Counts,,,exec,ETL.USP_LOGROWCOUNT,etl-control,ETL control,False,direct
FACT_Load_StockHolding,08_facts,8,Microsoft.ExecuteSQLTask,Log Package Success,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
FACT_Load_StockHolding,08_facts,9,Microsoft.ExecuteSQLTask,Log Error,,,exec,ETL.USP_LOGERROR,etl-control,ETL control,False,direct
FACT_Load_StockHolding,08_facts,10,Microsoft.ExecuteSQLTask,Mark Execution Failed,,,exec,ETL.USP_LOGPACKAGEEND,etl-control,ETL control,False,direct
FACT_Load_SupplierPayment,08_facts,2,Microsoft.ExecuteSQLTask,Log Package Start,,,exec,ETL.USP_LOGPACKAGESTART,etl-control,ETL control,False,direct
FACT_Load_SupplierPayment,08_facts,3,Microsoft.ExecuteSQLTask,Get Watermark,,,exec,ETL.USP_GETWATERMARK,etl-control,ETL control,False,direct
FACT_Load_SupplierPayment,08_facts,4,Microsoft.Pipeline,Load Fact Supplier Payment,stg SupplierPayment,WWI_Staging_DB,read,STG.SUPPLIERPAYMENT,staging-stg,SQL Server Staging,False,direct
FACT_Load_SupplierPayment,08_facts,4,Microsoft.Pipeline,Load Fact Supplier Payment,Lookup Supplier Key,WWI_DW_Destination_DB,read,DIMENSION.SUPPLIER,dw-dimension,SQL Server DW,True,direct
FACT_Load_SupplierPayment,08_facts,4,Microsoft.Pipeline,Load Fact Supplier Payment,Lookup Supplier Key,WWI_DW_Destination_DB,lookup,DIMENSION.SUPPLIER,dw-dimension,SQL Server DW,True,direct
FACT_Load_SupplierPayment,08_facts,4,Microsoft.Pipeline,Load Fact Supplier Payment,Reject Source Errors,WWI_Staging_DB,write,ERR.REJECTEDPAYMENT,staging-err,SQL Server Staging,True,direct
FACT_Load_SupplierPayment,08_facts,4,Microsoft.Pipeline,Load Fact Supplier Payment,Lookup Invoice Date FX Rate,WWI_Staging_DB,read,STG.CURRENCYRATE,staging-stg,SQL Server Staging,False,direct
FACT_Load_SupplierPayment,08_facts,4,Microsoft.Pipeline,Load Fact Supplier Payment,Lookup Invoice Date FX Rate,WWI_Staging_DB,lookup,STG.CURRENCYRATE,staging-stg,SQL Server Staging,False,direct
FACT_Load_SupplierPayment,08_facts,4,Microsoft.Pipeline,Load Fact Supplier Payment,Lookup Settlement Date FX Rate,WWI_Staging_DB,read,STG.CURRENCYRATE,staging-stg,SQL Server Staging,False,direct
FACT_Load_SupplierPayment,08_facts,4,Microsoft.Pipeline,Load Fact Supplier Payment,Lookup Settlement Date FX Rate,WWI_Staging_DB,lookup,STG.CURRENCYRATE,staging-stg,SQL Server Staging,False,direct
FACT_Load_SupplierPayment,08_facts,4,Microsoft.Pipeline,Load Fact Supplier Payment,Lookup Settlement Date Key,WWI_DW_Destination_DB,read,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_SupplierPayment,08_facts,4,Microsoft.Pipeline,Load Fact Supplier Payment,Lookup Settlement Date Key,WWI_DW_Destination_DB,lookup,DIMENSION.DATE,dw-dimension,SQL Server DW,True,direct
FACT_Load_SupplierPayment,08_facts,4,Microsoft.Pipeline,Load Fact Supplier Payment,Insert Domestic Settlements,WWI_DW_Destination_DB,write,FACT.SUPPLIER PAYMENT,dw-fact,SQL Server DW,True,direct
